"_id","Al","Co","Cr","Hf","Mo","Ni","Re","Ru","Ta","Ti","W","力学性能/蠕变速率","备注","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","热处理/升温速率","热处理/热处理温度","热处理/第一段时间","热处理/第一段温度","热处理/第三段时间","热处理/第三段温度","热处理/第二段时间","热处理/第二段温度","热处理/第四段时间","热处理/第四段温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","蠕变实验/压力","蠕变实验/应变","蠕变实验/晶向","蠕变实验/温度","蠕变实验/真空度","蠕变测试/γ相尺寸","蠕变测试/压力","蠕变测试/塑性蠕变应变","蠕变测试/时间","蠕变测试/晶格取向","蠕变测试/测试压力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变应变","蠕变测试/蠕变温度","蠕变测试/试样厚度"
"ObjectId(""5b4d0684e6b1a819a85d8089"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.330s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0200635%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0689e6b1a819a85d808b"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.397s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00838095%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d068de6b1a819a85d808d"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-5.594s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"321nm",,"0.00126984%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0692e6b1a819a85d808f"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.156s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"321nm",,"0.00330159%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0697e6b1a819a85d8091"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.397s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0104127%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d069ce6b1a819a85d8093"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.384s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0072381%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06a1e6b1a819a85d8095"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.397s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00926984%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06a6e6b1a819a85d8097"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.384s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0179048%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06abe6b1a819a85d8099"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.384s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0123175%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06b0e6b1a819a85d809b"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-5.915s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"321nm",,"0.00228571%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06b4e6b1a819a85d809d"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.397s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0113016%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06b9e6b1a819a85d809f"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.330s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0186667%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06c3e6b1a819a85d80a1"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-5.848s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00126984%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06c8e6b1a819a85d80a3"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.116s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0353016%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06cde6b1a819a85d80a5"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.089s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0363175%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06d2e6b1a819a85d80a7"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.237s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00444444%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06d7e6b1a819a85d80a9"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.330s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00634921%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06dbe6b1a819a85d80ab"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.196s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00342857%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06e0e6b1a819a85d80ad"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.103s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0342857%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06e5e6b1a819a85d80af"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.170s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.032127%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06eae6b1a819a85d80b1"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.062s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0384762%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06efe6b1a819a85d80b3"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.156s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0332698%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06f4e6b1a819a85d80b5"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.170s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0309841%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06f9e6b1a819a85d80b7"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-5.259s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.0002539683%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d06fee6b1a819a85d80b9"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.089s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00215873%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0703e6b1a819a85d80bb"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.062s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0373333%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0707e6b1a819a85d80bd"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.290s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"404nm",,"0.00533333%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0711e6b1a819a85d80bf"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.357s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0144762%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0716e6b1a819a85d80c1"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.263s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0246349%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d071be6b1a819a85d80c3"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-5.942s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.00520635%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0720e6b1a819a85d80c5"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.223s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0269206%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0725e6b1a819a85d80c7"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.210s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0300952%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d072ae6b1a819a85d80c9"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.196s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.00825397%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d072fe6b1a819a85d80cb"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.210s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0279365%",,,"137Mpa","1100℃",,,,,
"ObjectId(""5b4d0734e6b1a819a85d80cd"")","4.9wt.%","4.1","8.2",,"2.5","68.8","3.0","3.0","1.6","3.9",,"-6.103s-1(log)","","Neumeier S, Pyczak F, Göken M. The Influence of Ruthenium and Rhenium on the local Properties of the gamma- and gamma’-Phase in Nickel-Base Superalloys and their Consequences for Alloy Behaviour[J]. R.c.reed K.a.green P.caron T.p.gabb M.g.fahrmann G.s.huron S.r.woodward, 2008.","10.11961/mater0203.MGI.20171221.ds.0053","尹海清","摘录","史政涛","2018-01-09","alloy ReRu",,"1100℃",,,,,,,,,"4h","1100℃","24h","850℃",,,,,,"376nm",,"0.0072381%",,,"137Mpa","1100℃",,,,,
