"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理油淬/时间","固溶处理油淬/温度","固溶（油浴）/温度","固溶（盐浴）/温度","固溶（空冷）/温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","烧结/温度","热处理/固溶温度","热处理/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/加热时间","热处理工艺/加热温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（油冷）/锻造温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4cacd3e6b1a81674aabe9f"")","0.45",,,,"0.29","17.98","Balance",,,"2.91",,,"5.30","52.70wt.%",,,,,"0.98",,,,,,,,,,,"28.3749Mpa",,,,,,,,,,,,,"",,,,,,,"86.4198℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"IN718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cacd8e6b1a81674aabea1"")","0.45",,,,"0.29","17.98","Balance",,,"2.91",,,"5.30","52.70wt.%",,,,,"0.98",,,,,,,,,,,"28.9143Mpa",,,,,,,,,,,,,"",,,,,,,"40.3292℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"IN718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cacdde6b1a81674aabea3"")","0.45",,,,"0.29","17.98","Balance",,,"2.91",,,"5.30","52.70wt.%",,,,,"0.98",,,,,,,,,,,"28.6003Mpa",,,,,,,,,,,,,"",,,,,,,"72.0165℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"IN718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cace1e6b1a81674aabea5"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.0376Mpa",,,,,,,,,,,,,"",,,,,,,"639.506℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cace6e6b1a81674aabea7"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.2634Mpa",,,,,,,,,,,,,"",,,,,,,"627.984℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cacebe6b1a81674aabea9"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.4888Mpa",,,,,,,,,,,,,"",,,,,,,"613.58℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cacf0e6b1a81674aabeab"")","0.45",,,,"0.29","17.98","Balance",,,"2.91",,,"5.30","52.70wt.%",,,,,"0.98",,,,,,,,,,,"28.7802Mpa",,,,,,,,,,,,,"",,,,,,,"57.6132℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"IN718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cacf5e6b1a81674aabead"")","0.45",,,,"0.29","17.98","Balance",,,"2.91",,,"5.30","52.70wt.%",,,,,"0.98",,,,,,,,,,,"28.196Mpa",,,,,,,,,,,,,"",,,,,,,"109.465℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"IN718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cacffe6b1a81674aabeaf"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.8765Mpa",,,,,,,,,,,,,"",,,,,,,"449.383℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad04e6b1a81674aabeb1"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.0741Mpa",,,,,,,,,,,,,"",,,,,,,"570.37℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad09e6b1a81674aabeb3"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.7879Mpa",,,,,,,,,,,,,"",,,,,,,"466.667℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad0ee6b1a81674aabeb5"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.4753Mpa",,,,,,,,,,,,,"",,,,,,,"509.877℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad13e6b1a81674aabeb7"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.9858Mpa",,,,,,,,,,,,,"",,,,,,,"590.535℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad18e6b1a81674aabeb9"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.8062Mpa",,,,,,,,,,,,,"",,,,,,,"607.819℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad1de6b1a81674aabebb"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.2086Mpa",,,,,,,,,,,,,"",,,,,,,"555.967℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad22e6b1a81674aabebd"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.1444Mpa",,,,,,,,,,,,,"",,,,,,,"411.934℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad27e6b1a81674aabebf"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.2522Mpa",,,,,,,,,,,,,"",,,,,,,"541.564℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad2ce6b1a81674aabec1"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.3859Mpa",,,,,,,,,,,,,"",,,,,,,"521.399℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad31e6b1a81674aabec3"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.2327Mpa",,,,,,,,,,,,,"",,,,,,,"391.77℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad36e6b1a81674aabec5"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.9652Mpa",,,,,,,,,,,,,"",,,,,,,"432.099℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad3be6b1a81674aabec7"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.6091Mpa",,,,,,,,,,,,,"",,,,,,,"489.712℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad40e6b1a81674aabec9"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.4089Mpa",,,,,,,,,,,,,"",,,,,,,"348.56℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad44e6b1a81674aabecb"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.321Mpa",,,,,,,,,,,,,"",,,,,,,"371.605℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad4ee6b1a81674aabecd"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.8793Mpa",,,,,,,,,,,,,"",,,,,,,"120.988℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad53e6b1a81674aabecf"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.4976Mpa",,,,,,,,,,,,,"",,,,,,,"331.276℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad58e6b1a81674aabed1"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.8962Mpa",,,,,,,,,,,,,"",,,,,,,"250.617℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad5de6b1a81674aabed3"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"29.1476Mpa",,,,,,,,,,,,,"",,,,,,,"86.4198℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad62e6b1a81674aabed5"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.5649Mpa",,,,,,,,,,,,,"",,,,,,,"149.794℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad67e6b1a81674aabed7"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"29.4635Mpa",,,,,,,,,,,,,"",,,,,,,"69.1358℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad6ce6b1a81674aabed9"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.1186Mpa",,,,,,,,,,,,,"",,,,,,,"213.169℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad71e6b1a81674aabedb"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.7628Mpa",,,,,,,,,,,,,"",,,,,,,"273.663℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad76e6b1a81674aabedd"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.9669Mpa",,,,,,,,,,,,,"",,,,,,,"95.0617℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad7be6b1a81674aabedf"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.5862Mpa",,,,,,,,,,,,,"",,,,,,,"313.992℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad80e6b1a81674aabee1"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.6994Mpa",,,,,,,,,,,,,"",,,,,,,"135.391℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad85e6b1a81674aabee3"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.0296Mpa",,,,,,,,,,,,,"",,,,,,,"227.572℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad89e6b1a81674aabee5"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.6745Mpa",,,,,,,,,,,,,"",,,,,,,"293.827℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad8ee6b1a81674aabee7"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.2974Mpa",,,,,,,,,,,,,"",,,,,,,"190.123℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cad93e6b1a81674aabee9"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.4762Mpa",,,,,,,,,,,,,"",,,,,,,"167.078℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
